parameter_set_id,metric_name,initial_branch,tail_count_11_28,tail_count_12_00,tail_risk_mean_11_28,tail_risk_mean_12_00,chain_probability_mean_11_28,chain_probability_mean_12_00,severity_mean_11_28,severity_mean_12_00,delta_tail_risk_mean,delta_chain_probability,delta_severity,likely_driver,note
low_hidden_failure,SNVOR,13,NaN,2,NaN,3.80314304835233,NaN,0.407781008547251,NaN,1.85785556689423,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SNVOR,14,9,3,2.95598732717995,3.25182289695603,0.434889043919125,0.447958095744474,1.78208621698139,1.92552049121421,0.295835569776076,0.0130690518253492,0.143434274232823,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SNVOR,19,NaN,8,NaN,17.798531489624,NaN,0.697760917897168,NaN,3.7238052436917,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SNVOR,20,NaN,3,NaN,2.01657168126892,NaN,0.364660340193295,NaN,1,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SNVOR,28,NaN,5,NaN,2.1820718279891,NaN,0.461325967862389,NaN,1,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SNVOR,42,5,2,2.29559446545264,2.18744961731814,0.395136598615649,0.362761130566855,0.94427282802804,1,-0.108144848134498,-0.032375468048794,0.05572717197196,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SNVOR,46,6,NaN,1.05091661519227,NaN,0.253844593041611,NaN,1,NaN,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,CRI,11,9,10,2.73848650671089,3.09560868881318,0.726346485038956,0.878980715254393,0.667295687770784,0.623330334379639,0.35712218210229,0.152634230215437,-0.0439653533911457,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,CRI,14,6,4,2.95306488820696,3.00325656911722,0.396509683571834,0.397813478010536,1.97550367329808,2.00249570122808,0.0501916809102601,0.00130379443870199,0.0269920279300047,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,CRI,19,4,5,2.01108842859681,5.63068362518853,0.218792742955736,0.596594944862551,1.34186146968946,1.37781524398594,3.61959519659172,0.377802201906815,0.0359537742964759,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,CRI,28,NaN,5,NaN,1.95374415453932,NaN,0.413053732460745,NaN,0.999999999999998,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,CRI,42,4,3,1.68621577029165,1.95546365938053,0.26985387535343,0.324289164076373,1.03625627938371,1,0.269247889088883,0.054435288722943,-0.0362562793837051,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,SLFOR,1,1,NaN,4.26027641601153,NaN,0.143915433438018,NaN,6.75859305126834,NaN,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,SLFOR,11,9,10,6.71111302447729,7.02967156934144,0.726346485038956,0.878980715254393,1.63531818411433,1.4154914171586,0.31855854486415,0.152634230215437,-0.21982676695573,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,SLFOR,13,NaN,5,NaN,3.58235076607219,NaN,0.351700655776563,NaN,2.02904282017032,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,SLFOR,14,6,4,9.39302755041975,9.55782174782621,0.396509683571834,0.397813478010536,6.28362773312141,6.37291437566126,0.16479419740646,0.00130379443870199,0.0892866425398502,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,SLFOR,19,4,5,3.21032943628683,8.96625102435412,0.218792742955736,0.596594944862551,2.14203279891022,2.1940208623151,5.75592158806729,0.377802201906815,0.0519880634048797,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,SLFOR,42,3,NaN,3.78683378333776,NaN,0.231878923701851,NaN,2.70830552004754,NaN,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
medium_hidden_failure,SLLR,10,2,NaN,1.18168567956709,NaN,0.20303877655792,NaN,1,NaN,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
